OBJECTID,ZONE_CODE,DIV_CODE,AREA_NAME,LOC_NAME,STREET_NAM,BIN_NO,LATITUDE,LONGTITUDE,LONGITUDE_POINT,LATITUDE_POINT,BIN_STATUS
726,W22,CG008,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-10989,12.98122,80.159162,80.159162,12.98122,Half Full
727,W16,CG008,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10388,12.823365,80.152707,80.152707,12.823365,Empty
728,W5,CG008,Thiruporur,"Thiruporur Main Road, Thiruporur",Thiruporur Main Road,CHGL-10182,12.74031,80.189849,80.189849,12.74031,Empty
729,W28,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10223,12.900407,80.077315,80.077315,12.900407,Full
730,W16,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10050,12.851441,80.22436,80.22436,12.851441,Empty
731,W11,CG008,Tambaram,"Irumbuliyur Road, Tambaram",Irumbuliyur Road,CHGL-10463,12.926175,80.12828,80.12828,12.926175,Full
732,W26,CG008,Chromepet,"Bus Depot Road, Chromepet",Bus Depot Road,CHGL-10910,12.960742,80.145539,80.145539,12.960742,Full
733,W47,CG008,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10595,12.855232,80.059188,80.059188,12.855232,Full
734,W41,CG008,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10405,12.826646,80.147021,80.147021,12.826646,Half Full
735,W36,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10227,12.903164,80.084422,80.084422,12.903164,Full
736,W48,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10800,12.91217,80.106747,80.106747,12.91217,Half Full
737,W8,CG008,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10141,12.791926,80.225109,80.225109,12.791926,Full
738,W34,CG005,Maraimalai Nagar,"GST Road Maraimalai Nagar, Maraimalai Nagar",GST Road Maraimalai Nagar,CHGL-10694,12.799271,80.02664,80.02664,12.799271,Half Full
739,W12,CG008,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10111,12.788089,80.225439,80.225439,12.788089,Full
740,W22,CG008,Kandigai,"Kandigai Village Road, Kandigai",Kandigai Village Road,CHGL-10374,12.834854,80.148931,80.148931,12.834854,Empty
741,W37,CG008,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10594,12.847188,80.052943,80.052943,12.847188,Full
742,W28,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10469,12.937195,80.124415,80.124415,12.937195,Full
743,W8,CG008,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10943,12.953161,80.138369,80.138369,12.953161,Half Full
744,W13,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10253,12.893557,80.075341,80.075341,12.893557,Full
745,W39,CG008,Padappai,"Padappai Junction, Padappai",Padappai Junction,CHGL-10791,12.958488,80.068325,80.068325,12.958488,Empty
746,W14,CG008,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10674,12.839345,80.097709,80.097709,12.839345,Half Full
747,W48,CG008,Guduvanchery,"Guduvanchery Junction, Guduvanchery",Guduvanchery Junction,CHGL-10577,12.845731,80.063175,80.063175,12.845731,Half Full
748,W8,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10431,12.930124,80.128538,80.128538,12.930124,Empty
749,W30,CG008,Tambaram,"East Tambaram, Tambaram",East Tambaram,CHGL-10429,12.921626,80.12899,80.12899,12.921626,Half Full
750,W43,CG008,Tambaram,"East Tambaram, Tambaram",East Tambaram,CHGL-10455,12.939336,80.126875,80.126875,12.939336,Half Full
751,W4,CG008,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10350,12.82871,80.15723,80.15723,12.82871,Empty
752,W31,CG008,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-11033,12.975667,80.144599,80.144599,12.975667,Empty
753,W19,CG008,Singaperumal Koil,"Singaperumal Koil Main Road, Singaperumal Koil",Singaperumal Koil Main Road,CHGL-10664,12.829035,80.097069,80.097069,12.829035,Half Full
754,W49,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10278,12.894184,80.082367,80.082367,12.894184,Half Full
755,W7,CG007,Perungalathur,"Perungalathur Junction, Perungalathur",Perungalathur Junction,CHGL-10807,12.929131,80.104087,80.104087,12.929131,Half Full
756,W40,CG008,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10112,12.793905,80.221982,80.221982,12.793905,Half Full
757,W40,CG008,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10623,12.837736,80.102887,80.102887,12.837736,Empty
758,W20,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10551,12.910948,80.096145,80.096145,12.910948,Full
759,W6,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10677,12.795232,80.036838,80.036838,12.795232,Full
760,W30,CG008,Padappai,"Padappai Junction, Padappai",Padappai Junction,CHGL-10758,12.958821,80.05619,80.05619,12.958821,Full
761,W43,CG008,Thiruporur,"GST Road Thiruporur, Thiruporur",GST Road Thiruporur,CHGL-10154,12.754891,80.18349,80.18349,12.754891,Empty
762,W27,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10274,12.902328,80.073661,80.073661,12.902328,Empty
763,W19,CG008,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10906,12.953917,80.133188,80.133188,12.953917,Half Full
764,W20,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10448,12.932525,80.121378,80.121378,12.932525,Full
765,W46,CG005,Maraimalai Nagar,"Bus Stand Road, Maraimalai Nagar",Bus Stand Road,CHGL-10679,12.782355,80.02309,80.02309,12.782355,Full
766,W25,CG008,Singaperumal Koil,"Market Road, Singaperumal Koil",Market Road,CHGL-10620,12.83338,80.098613,80.098613,12.83338,Empty
767,W6,CG001,Navlur,"Navlur Junction, Navlur",Navlur Junction,CHGL-10047,12.847293,80.239754,80.239754,12.847293,Full
768,W13,CG008,Padappai,"Padappai Market, Padappai",Padappai Market,CHGL-10744,12.958187,80.058644,80.058644,12.958187,Full
769,W27,CG008,Kelambakkam,"Kelambakkam Main Road, Kelambakkam",Kelambakkam Main Road,CHGL-10122,12.785426,80.220376,80.220376,12.785426,Full
770,W36,CG008,Tambaram,"West Tambaram, Tambaram",West Tambaram,CHGL-10473,12.934076,80.130031,80.130031,12.934076,Half Full
771,W2,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10022,12.845097,80.227431,80.227431,12.845097,Empty
772,W35,CG008,Mambakkam,"Mambakkam Junction, Mambakkam",Mambakkam Junction,CHGL-10345,12.878708,80.116615,80.116615,12.878708,Full
773,W17,CG008,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10298,12.873077,80.110309,80.110309,12.873077,Half Full
774,W22,CG003,Urapakkam,"Urapakkam Main Road, Urapakkam",Urapakkam Main Road,CHGL-10539,12.919508,80.101992,80.101992,12.919508,Half Full
775,W14,CG008,Mambakkam,"Mambakkam Bus Stop, Mambakkam",Mambakkam Bus Stop,CHGL-10343,12.871597,80.112817,80.112817,12.871597,Half Full
776,W1,CG008,Padappai,"GST Road Padappai, Padappai",GST Road Padappai,CHGL-10784,12.94353,80.068125,80.068125,12.94353,Full
777,W26,CG008,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10159,12.746552,80.193784,80.193784,12.746552,Half Full
778,W24,CG007,Perungalathur,"Perungalathur Main Road, Perungalathur",Perungalathur Main Road,CHGL-10822,12.91146,80.095201,80.095201,12.91146,Full
779,W36,CG008,Chromepet,"Bus Depot Road, Chromepet",Bus Depot Road,CHGL-10887,12.952395,80.135993,80.135993,12.952395,Full
780,W49,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10269,12.902575,80.088002,80.088002,12.902575,Empty
781,W14,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10218,12.909079,80.070428,80.070428,12.909079,Full
782,W6,CG008,Tambaram,"Tambaram Sanatorium, Tambaram",Tambaram Sanatorium,CHGL-10430,12.935049,80.134889,80.134889,12.935049,Full
783,W16,CG008,Mambakkam,"Mambakkam Village Road, Mambakkam",Mambakkam Village Road,CHGL-10307,12.879312,80.105559,80.105559,12.879312,Empty
784,W18,CG008,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10911,12.969572,80.147453,80.147453,12.969572,Empty
785,W16,CG008,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10124,12.799673,80.223579,80.223579,12.799673,Empty
786,W39,CG003,Urapakkam,"GST Road Urapakkam, Urapakkam",GST Road Urapakkam,CHGL-10555,12.917355,80.104452,80.104452,12.917355,Full
787,W23,CG008,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10890,12.9612,80.138762,80.138762,12.9612,Half Full
788,W22,CG005,Maraimalai Nagar,"Bus Stand Road, Maraimalai Nagar",Bus Stand Road,CHGL-10686,12.795185,80.036709,80.036709,12.795185,Empty
789,W1,CG008,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10556,12.853537,80.0648,80.0648,12.853537,Full
790,W11,CG008,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-11023,12.980877,80.143563,80.143563,12.980877,Empty
791,W33,CG005,Maraimalai Nagar,"Bus Stand Road, Maraimalai Nagar",Bus Stand Road,CHGL-10725,12.78629,80.021359,80.021359,12.78629,Half Full
792,W29,CG008,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-11006,12.976241,80.151982,80.151982,12.976241,Full
793,W26,CG008,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10915,12.955708,80.133555,80.133555,12.955708,Half Full
794,W11,CG008,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10655,12.829084,80.107027,80.107027,12.829084,Empty
795,W43,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10071,12.856892,80.236234,80.236234,12.856892,Half Full
796,W2,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10821,12.929225,80.101104,80.101104,12.929225,Full
797,W27,CG008,Tambaram,"GST Road Tambaram, Tambaram",GST Road Tambaram,CHGL-10482,12.929957,80.121575,80.121575,12.929957,Full
798,W20,CG003,Urapakkam,"Urapakkam Main Road, Urapakkam",Urapakkam Main Road,CHGL-10526,12.919814,80.095611,80.095611,12.919814,Full
799,W21,CG008,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10614,12.855556,80.068678,80.068678,12.855556,Half Full
800,W3,CG008,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10874,12.960261,80.135965,80.135965,12.960261,Empty
801,W10,CG009,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10936,12.966195,80.13839,80.13839,12.966195,Empty
802,W4,CG009,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10591,12.854769,80.06455,80.06455,12.854769,Empty
803,W6,CG009,Pallavaram,"Pallavaram Main Road, Pallavaram",Pallavaram Main Road,CHGL-10977,12.977122,80.148839,80.148839,12.977122,Full
804,W49,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10075,12.849363,80.232113,80.232113,12.849363,Half Full
805,W6,CG009,Guduvanchery,"Guduvanchery Main Road, Guduvanchery",Guduvanchery Main Road,CHGL-10606,12.850912,80.06991,80.06991,12.850912,Half Full
806,W2,CG009,Mambakkam,"Mambakkam Junction, Mambakkam",Mambakkam Junction,CHGL-10304,12.871957,80.106634,80.106634,12.871957,Full
807,W12,CG009,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10639,12.83237,80.094191,80.094191,12.83237,Empty
808,W41,CG009,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10355,12.821535,80.154643,80.154643,12.821535,Half Full
809,W35,CG009,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10084,12.790963,80.229822,80.229822,12.790963,Empty
810,W33,CG009,Padappai,"Padappai Junction, Padappai",Padappai Junction,CHGL-10745,12.946684,80.05561,80.05561,12.946684,Full
811,W48,CG009,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-11034,12.979513,80.152426,80.152426,12.979513,Empty
812,W49,CG009,Guduvanchery,"Guduvanchery Main Road, Guduvanchery",Guduvanchery Main Road,CHGL-10559,12.85886,80.05948,80.05948,12.85886,Full
813,W9,CG009,Thiruporur,"Thiruporur Main Road, Thiruporur",Thiruporur Main Road,CHGL-10194,12.753832,80.183817,80.183817,12.753832,Half Full
814,W12,CG009,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-11016,12.981689,80.159763,80.159763,12.981689,Full
815,W16,CG009,Mambakkam,"Mambakkam Village Road, Mambakkam",Mambakkam Village Road,CHGL-10313,12.860576,80.114851,80.114851,12.860576,Empty
816,W21,CG009,Padappai,"Village Road, Padappai",Village Road,CHGL-10770,12.940444,80.051382,80.051382,12.940444,Full
817,W3,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10719,12.79225,80.039574,80.039574,12.79225,Half Full
818,W37,CG006,Vandalur,"GST Road Vandalur, Vandalur",GST Road Vandalur,CHGL-10240,12.90607,80.089471,80.089471,12.90607,Full
819,W39,CG009,Guduvanchery,"GST Road Guduvanchery, Guduvanchery",GST Road Guduvanchery,CHGL-10578,12.858368,80.066826,80.066826,12.858368,Empty
820,W7,CG009,Guduvanchery,"Guduvanchery Main Road, Guduvanchery",Guduvanchery Main Road,CHGL-10588,12.852659,80.052351,80.052351,12.852659,Empty
821,W18,CG001,Navlur,"Navlur Main Road, Navlur",Navlur Main Road,CHGL-10059,12.862754,80.231423,80.231423,12.862754,Half Full
822,W42,CG009,Guduvanchery,"Guduvanchery Main Road, Guduvanchery",Guduvanchery Main Road,CHGL-10586,12.853844,80.06455,80.06455,12.853844,Full
823,W47,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10505,12.9133,80.101964,80.101964,12.9133,Half Full
824,W26,CG009,Kelambakkam,"OMR Kelambakkam, Kelambakkam",OMR Kelambakkam,CHGL-10094,12.782899,80.219459,80.219459,12.782899,Half Full
825,W6,CG009,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10377,12.833451,80.150915,80.150915,12.833451,Half Full
826,W44,CG009,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10381,12.825175,80.150155,80.150155,12.825175,Full
827,W17,CG009,Singaperumal Koil,"GST Road SP Koil, Singaperumal Koil",GST Road SP Koil,CHGL-10657,12.839654,80.104053,80.104053,12.839654,Full
828,W25,CG009,Thiruporur,"Thiruporur Temple Street, Thiruporur",Thiruporur Temple Street,CHGL-10206,12.756126,80.19793,80.19793,12.756126,Full
829,W19,CG009,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10357,12.837943,80.142742,80.142742,12.837943,Empty
830,W41,CG009,Kelambakkam,"Vandalur-Kelambakkam Road, Kelambakkam",Vandalur-Kelambakkam Road,CHGL-10105,12.793942,80.220749,80.220749,12.793942,Full
831,W47,CG001,Navlur,"Navlur Lake Road, Navlur",Navlur Lake Road,CHGL-10020,12.853632,80.22954,80.22954,12.853632,Full
832,W3,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10016,12.845642,80.23603,80.23603,12.845642,Empty
833,W44,CG008,Tambaram,"Irumbuliyur Road, Tambaram",Irumbuliyur Road,CHGL-10468,12.931261,80.136031,80.136031,12.931261,Full
834,W39,CG009,Guduvanchery,"Guduvanchery Bus Stand, Guduvanchery",Guduvanchery Bus Stand,CHGL-10603,12.850186,80.059371,80.059371,12.850186,Full
835,W41,CG009,Mambakkam,"Mambakkam Bus Stop, Mambakkam",Mambakkam Bus Stop,CHGL-10311,12.868146,80.119496,80.119496,12.868146,Half Full
836,W12,CG003,Urapakkam,"GST Road Urapakkam, Urapakkam",GST Road Urapakkam,CHGL-10510,12.913654,80.107159,80.107159,12.913654,Full
837,W22,CG003,Urapakkam,"Urapakkam Main Road, Urapakkam",Urapakkam Main Road,CHGL-10513,12.912479,80.092284,80.092284,12.912479,Full
838,W46,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10499,12.914126,80.090564,80.090564,12.914126,Full
839,W15,CG009,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10652,12.833032,80.098496,80.098496,12.833032,Half Full
840,W42,CG008,Tambaram,"West Tambaram, Tambaram",West Tambaram,CHGL-10439,12.922474,80.120589,80.120589,12.922474,Empty
841,W47,CG009,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10294,12.878837,80.113875,80.113875,12.878837,Half Full
842,W46,CG009,Chromepet,"GST Road Chromepet, Chromepet",GST Road Chromepet,CHGL-10892,12.968699,80.132725,80.132725,12.968699,Half Full
843,W2,CG009,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10590,12.858143,80.061561,80.061561,12.858143,Empty
844,W41,CG009,Pallavaram,"Pallavaram Junction, Pallavaram",Pallavaram Junction,CHGL-10976,12.973239,80.157984,80.157984,12.973239,Half Full
845,W10,CG009,Mambakkam,"Mambakkam Main Road, Mambakkam",Mambakkam Main Road,CHGL-10303,12.864881,80.119982,80.119982,12.864881,Full
846,W22,CG001,Navlur,"OMR Service Road, Navlur",OMR Service Road,CHGL-10010,12.859123,80.22806,80.22806,12.859123,Half Full
847,W14,CG009,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-10988,12.978059,80.14247,80.14247,12.978059,Full
848,W20,CG009,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10903,12.950295,80.133014,80.133014,12.950295,Full
849,W37,CG009,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10933,12.95593,80.13223,80.13223,12.95593,Half Full
850,W8,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10456,12.930502,80.138792,80.138792,12.930502,Empty
851,W12,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10710,12.798559,80.038777,80.038777,12.798559,Full
852,W28,CG007,Perungalathur,"Station Road, Perungalathur",Station Road,CHGL-10801,12.920846,80.106853,80.106853,12.920846,Half Full
853,W50,CG009,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10092,12.78134,80.211747,80.211747,12.78134,Full
854,W21,CG001,Navlur,"Navlur Church Road, Navlur",Navlur Church Road,CHGL-10038,12.845924,80.223064,80.223064,12.845924,Half Full
855,W39,CG009,Guduvanchery,"Guduvanchery Main Road, Guduvanchery",Guduvanchery Main Road,CHGL-10573,12.849954,80.068931,80.068931,12.849954,Full
856,W36,CG009,Thiruporur,"GST Road Thiruporur, Thiruporur",GST Road Thiruporur,CHGL-10161,12.743093,80.190539,80.190539,12.743093,Empty
857,W6,CG009,Guduvanchery,"Guduvanchery Main Road, Guduvanchery",Guduvanchery Main Road,CHGL-10563,12.849823,80.054506,80.054506,12.849823,Full
858,W44,CG006,Vandalur,"Vandalur Zoo Road, Vandalur",Vandalur Zoo Road,CHGL-10211,12.90528,80.088162,80.088162,12.90528,Half Full
859,W50,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10247,12.894086,80.076817,80.076817,12.894086,Empty
860,W46,CG009,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10210,12.746195,80.183866,80.183866,12.746195,Full
861,W2,CG007,Perungalathur,"Perungalathur Junction, Perungalathur",Perungalathur Junction,CHGL-10819,12.927592,80.104613,80.104613,12.927592,Full
862,W46,CG009,Kelambakkam,"Kelambakkam Market Area, Kelambakkam",Kelambakkam Market Area,CHGL-10120,12.79683,80.210961,80.210961,12.79683,Full
863,W3,CG009,Chromepet,"Bus Depot Road, Chromepet",Bus Depot Road,CHGL-10909,12.961039,80.140406,80.140406,12.961039,Full
864,W37,CG006,Vandalur,"Vandalur Main Road, Vandalur",Vandalur Main Road,CHGL-10271,12.905885,80.081583,80.081583,12.905885,Half Full
865,W26,CG005,Maraimalai Nagar,"Market Area, Maraimalai Nagar",Market Area,CHGL-10714,12.792749,80.036437,80.036437,12.792749,Empty
866,W50,CG006,Vandalur,"Vandalur Lake Road, Vandalur",Vandalur Lake Road,CHGL-10258,12.903541,80.078112,80.078112,12.903541,Full
867,W20,CG009,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-10947,12.986882,80.14092,80.14092,12.986882,Full
868,W32,CG008,Tambaram,"West Tambaram, Tambaram",West Tambaram,CHGL-10490,12.920787,80.135805,80.135805,12.920787,Full
869,W15,CG009,Thiruporur,"Thiruporur Bazaar, Thiruporur",Thiruporur Bazaar,CHGL-10175,12.746003,80.185591,80.185591,12.746003,Empty
870,W1,CG009,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10184,12.759006,80.181534,80.181534,12.759006,Empty
871,W3,CG007,Perungalathur,"Perungalathur Junction, Perungalathur",Perungalathur Junction,CHGL-10813,12.928523,80.100181,80.100181,12.928523,Full
872,W9,CG008,Tambaram,"Tambaram Sanatorium, Tambaram",Tambaram Sanatorium,CHGL-10476,12.92078,80.132871,80.132871,12.92078,Half Full
873,W20,CG009,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10598,12.847179,80.067495,80.067495,12.847179,Empty
874,W45,CG009,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10564,12.858217,80.058948,80.058948,12.858217,Half Full
875,W13,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10720,12.781405,80.027133,80.027133,12.781405,Full
876,W37,CG009,Mambakkam,"GST Road Mambakkam, Mambakkam",GST Road Mambakkam,CHGL-10338,12.863846,80.118266,80.118266,12.863846,Half Full
877,W48,CG009,Thiruporur,"Thiruporur Temple Street, Thiruporur",Thiruporur Temple Street,CHGL-10193,12.749763,80.18341,80.18341,12.749763,Full
878,W46,CG007,Perungalathur,"GST Road Perungalathur, Perungalathur",GST Road Perungalathur,CHGL-10838,12.919052,80.095484,80.095484,12.919052,Full
879,W12,CG009,Chromepet,"Bus Depot Road, Chromepet",Bus Depot Road,CHGL-10931,12.951693,80.138903,80.138903,12.951693,Full
880,W17,CG009,Kelambakkam,"Kelambakkam Bus Stand, Kelambakkam",Kelambakkam Bus Stand,CHGL-10099,12.785197,80.211164,80.211164,12.785197,Full
881,W26,CG009,Padappai,"Village Road, Padappai",Village Road,CHGL-10755,12.946902,80.0536,80.0536,12.946902,Half Full
882,W24,CG009,Guduvanchery,"Guduvanchery Market, Guduvanchery",Guduvanchery Market,CHGL-10597,12.856647,80.051346,80.051346,12.856647,Empty
883,W39,CG008,Tambaram,"Tambaram Main Road, Tambaram",Tambaram Main Road,CHGL-10492,12.930112,80.137572,80.137572,12.930112,Full
884,W13,CG009,Kandigai,"Kandigai Market Street, Kandigai",Kandigai Market Street,CHGL-10386,12.837033,80.15988,80.15988,12.837033,Full
885,W48,CG008,Tambaram,"Irumbuliyur Road, Tambaram",Irumbuliyur Road,CHGL-10487,12.92426,80.124859,80.124859,12.92426,Full
886,W38,CG009,Padappai,"Village Road, Padappai",Village Road,CHGL-10781,12.957067,80.057792,80.057792,12.957067,Empty
887,W27,CG005,Maraimalai Nagar,"Railway Station Road, Maraimalai Nagar",Railway Station Road,CHGL-10698,12.792499,80.03141,80.03141,12.792499,Full
888,W23,CG009,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10880,12.962166,80.132495,80.132495,12.962166,Full
889,W28,CG007,Perungalathur,"Market Road, Perungalathur",Market Road,CHGL-10815,12.914161,80.103717,80.103717,12.914161,Full
890,W11,CG009,Pallavaram,"Pallavaram Market, Pallavaram",Pallavaram Market,CHGL-10963,12.985868,80.145709,80.145709,12.985868,Full
891,W27,CG009,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10399,12.826642,80.151528,80.151528,12.826642,Full
892,W7,CG008,Tambaram,"West Tambaram, Tambaram",West Tambaram,CHGL-10445,12.930971,80.128347,80.128347,12.930971,Full
893,W9,CG009,Pallavaram,"GST Road Pallavaram, Pallavaram",GST Road Pallavaram,CHGL-11035,12.986213,80.146744,80.146744,12.986213,Empty
894,W16,CG009,Kandigai,"Kandigai Junction, Kandigai",Kandigai Junction,CHGL-10361,12.836827,80.157248,80.157248,12.836827,Full
895,W3,CG008,Tambaram,"Irumbuliyur Road, Tambaram",Irumbuliyur Road,CHGL-10478,12.924439,80.137765,80.137765,12.924439,Full
896,W19,CG009,Pallavaram,"Chromepet-Pallavaram Road, Pallavaram",Chromepet-Pallavaram Road,CHGL-10984,12.981606,80.156968,80.156968,12.981606,Full
897,W5,CG003,Urapakkam,"Urapakkam Junction, Urapakkam",Urapakkam Junction,CHGL-10519,12.900411,80.101878,80.101878,12.900411,Full
898,W31,CG009,Singaperumal Koil,"Temple Street, Singaperumal Koil",Temple Street,CHGL-10618,12.828159,80.092359,80.092359,12.828159,Half Full
899,W15,CG007,Perungalathur,"Perungalathur Junction, Perungalathur",Perungalathur Junction,CHGL-10845,12.912524,80.096019,80.096019,12.912524,Half Full
900,W1,CG009,Padappai,"Village Road, Padappai",Village Road,CHGL-10785,12.942795,80.063666,80.063666,12.942795,Full
901,W47,CG010,Thiruporur,"GST Road Thiruporur, Thiruporur",GST Road Thiruporur,CHGL-10207,12.758654,80.193716,80.193716,12.758654,Full
902,W46,CG010,Kelambakkam,"Vandalur-Kelambakkam Road, Kelambakkam",Vandalur-Kelambakkam Road,CHGL-10078,12.791836,80.216251,80.216251,12.791836,Full
903,W4,CG006,Vandalur,"Urapakkam-Vandalur Road, Vandalur",Urapakkam-Vandalur Road,CHGL-10234,12.893948,80.075375,80.075375,12.893948,Half Full
904,W3,CG010,Thiruporur,"Mamallapuram Road, Thiruporur",Mamallapuram Road,CHGL-10188,12.749887,80.194838,80.194838,12.749887,Half Full
905,W6,CG010,Chromepet,"Chromepet Industrial Area, Chromepet",Chromepet Industrial Area,CHGL-10934,12.966804,80.14812,80.14812,12.966804,Empty
906,W27,CG010,Kandigai,"Kandigai Main Road, Kandigai",Kandigai Main Road,CHGL-10366,12.837378,80.151838,80.151838,12.837378,Full
907,W43,CG010,Chromepet,"Chromepet Main Road, Chromepet",Chromepet Main Road,CHGL-10891,12.956733,80.130928,80.130928,12.956733,Half Full
